id,invoiceNumber,shopCode,customerId,customerName,items,subtotalPKR,discountPKR,taxPKR,grandTotalPKR,paymentStatus,paymentMethod,cashierName,timestamp,date,createdAt
"sale_1sd9kiekg","INV-BR-02-01278","BR-02","null","Walk-in Customer","[{""itemId"":""inv_hwjzj4fwg"",""sku"":""BEV-ENERGY-250ML"",""name"":""Energy Drink (250ml)"",""quantity"":3,""unitCostPKR"":200,""unitRetailPKR"":280,""discountPKR"":0,""totalPKR"":840},{""itemId"":""inv_15eiykl1l"",""sku"":""ELE-EARBUDS"",""name"":""Wireless Earbuds"",""quantity"":1,""unitCostPKR"":1500,""unitRetailPKR"":2700,""discountPKR"":0,""totalPKR"":2700},{""itemId"":""inv_znl7k0j2v"",""sku"":""GRO-LENTIL-1KG"",""name"":""Daal Chana (1kg)"",""quantity"":3,""unitCostPKR"":280,""unitRetailPKR"":360,""discountPKR"":0,""totalPKR"":1080},{""itemId"":""inv_mscv3c1mh"",""sku"":""PER-SOAP"",""name"":""Hand Soap (100g)"",""quantity"":3,""unitCostPKR"":80,""unitRetailPKR"":120,""discountPKR"":0,""totalPKR"":360}]","4980","0","0","4980","paid","cash","Zainab","2026-07-29T07:37:03.273Z","2026-07-29T07:37:03.273Z","2026-07-29T07:37:03.273Z"
"sale_uo76w5yxz","INV-BR-03-01071","BR-03","null","Walk-in Customer","[{""itemId"":""inv_02t3q2dy8"",""sku"":""GRO-FLOUR-10KG"",""name"":""Wheat Flour (10kg)"",""quantity"":4,""unitCostPKR"":1400,""unitRetailPKR"":1800,""discountPKR"":0,""totalPKR"":7200},{""itemId"":""inv_xyvolkp9x"",""sku"":""PER-TISSUE"",""name"":""Tissue Box (150s)"",""quantity"":2,""unitCostPKR"":160,""unitRetailPKR"":220,""discountPKR"":0,""totalPKR"":440},{""itemId"":""inv_jh6nxgkwf"",""sku"":""GRO-LENTIL-1KG"",""name"":""Daal Chana (1kg)"",""quantity"":4,""unitCostPKR"":280,""unitRetailPKR"":360,""discountPKR"":0,""totalPKR"":1440},{""itemId"":""inv_ed4vcngtw"",""sku"":""ELE-POWERBANK"",""name"":""Power Bank (10000mAh)"",""quantity"":4,""unitCostPKR"":3000,""unitRetailPKR"":4900,""discountPKR"":0,""totalPKR"":19600}]","28680","0","0","28680","paid","cash","Bilal","2026-07-29T07:36:07.266Z","2026-07-29T07:36:07.266Z","2026-07-29T07:36:07.266Z"
"sale_56ckmmjg4","INV-BR-02-01204","BR-02","cust_87csm5kqn","Kiran Baig","[{""itemId"":""inv_b4vrl0utf"",""sku"":""ELE-CHARGER"",""name"":""Wall Charger (18W)"",""quantity"":1,""unitCostPKR"":600,""unitRetailPKR"":1100,""discountPKR"":0,""totalPKR"":1100},{""itemId"":""inv_ytzoevyrc"",""sku"":""BEV-WATER-1.5L"",""name"":""Mineral Water (1.5L)"",""quantity"":2,""unitCostPKR"":80,""unitRetailPKR"":110,""discountPKR"":0,""totalPKR"":220},{""itemId"":""inv_b4vrl0utf"",""sku"":""ELE-CHARGER"",""name"":""Wall Charger (18W)"",""quantity"":4,""unitCostPKR"":600,""unitRetailPKR"":1100,""discountPKR"":0,""totalPKR"":4400},{""itemId"":""inv_hjexzzjx1"",""sku"":""GRO-BISCUIT-FAM"",""name"":""Biscuits (Family Pack)"",""quantity"":3,""unitCostPKR"":100,""unitRetailPKR"":135,""discountPKR"":0,""totalPKR"":405},{""itemId"":""inv_5ik6k21w1"",""sku"":""ELE-USB-32GB"",""name"":""USB Flash Drive 32GB"",""quantity"":1,""unitCostPKR"":800,""unitRetailPKR"":1300,""discountPKR"":0,""totalPKR"":1300}]","7425","191","0","7234","paid","bank","Kamran","2026-07-29T06:44:08.272Z","2026-07-29T06:44:08.272Z","2026-07-29T06:44:08.272Z"
"sale_d3lyx08n0","INV-BR-03-01151","BR-03","null","Walk-in Customer","[{""itemId"":""inv_xlpeh6yb8"",""sku"":""ELE-CABLE-C"",""name"":""Type-C Charging Cable"",""quantity"":3,""unitCostPKR"":300,""unitRetailPKR"":550,""discountPKR"":0,""totalPKR"":1650},{""itemId"":""inv_ed4vcngtw"",""sku"":""ELE-POWERBANK"",""name"":""Power Bank (10000mAh)"",""quantity"":3,""unitCostPKR"":3000,""unitRetailPKR"":4900,""discountPKR"":0,""totalPKR"":14700},{""itemId"":""inv_zdks3i1i4"",""sku"":""PER-FACEWASH"",""name"":""Face Wash (100ml)"",""quantity"":4,""unitCostPKR"":250,""unitRetailPKR"":360,""discountPKR"":0,""totalPKR"":1440},{""itemId"":""inv_88rzyv3j2"",""sku"":""GRO-MILK-1L"",""name"":""Milk Pack (1L)"",""quantity"":2,""unitCostPKR"":250,""unitRetailPKR"":310,""discountPKR"":0,""totalPKR"":620}]","18410","0","0","18410","paid","bank","Ali","2026-07-29T05:33:58.270Z","2026-07-29T05:33:58.270Z","2026-07-29T05:33:58.270Z"
"sale_6e0rqj2oy","INV-BR-03-01316","BR-03","null","Walk-in Customer","[{""itemId"":""inv_308ev2uws"",""sku"":""PER-TOOTHPASTE"",""name"":""Toothpaste (120g)"",""quantity"":3,""unitCostPKR"":180,""unitRetailPKR"":250,""discountPKR"":0,""totalPKR"":750},{""itemId"":""inv_cldubxem5"",""sku"":""GRO-SUGAR-1KG"",""name"":""Sugar (1kg)"",""quantity"":1,""unitCostPKR"":140,""unitRetailPKR"":175,""discountPKR"":0,""totalPKR"":175},{""itemId"":""inv_02t3q2dy8"",""sku"":""GRO-FLOUR-10KG"",""name"":""Wheat Flour (10kg)"",""quantity"":4,""unitCostPKR"":1400,""unitRetailPKR"":1800,""discountPKR"":0,""totalPKR"":7200},{""itemId"":""inv_xlpeh6yb8"",""sku"":""ELE-CABLE-C"",""name"":""Type-C Charging Cable"",""quantity"":1,""unitCostPKR"":300,""unitRetailPKR"":550,""discountPKR"":0,""totalPKR"":550}]","8675","0","0","8675","unpaid","credit","Fahad","2026-07-29T05:07:23.277Z","2026-07-29T05:07:23.277Z","2026-07-29T05:07:23.277Z"
"sale_pec62y6x6","INV-BR-03-01036","BR-03","null","Walk-in Customer","[{""itemId"":""inv_xlpeh6yb8"",""sku"":""ELE-CABLE-C"",""name"":""Type-C Charging Cable"",""quantity"":2,""unitCostPKR"":300,""unitRetailPKR"":550,""discountPKR"":0,""totalPKR"":1100},{""itemId"":""inv_ed4vcngtw"",""sku"":""ELE-POWERBANK"",""name"":""Power Bank (10000mAh)"",""quantity"":3,""unitCostPKR"":3000,""unitRetailPKR"":4900,""discountPKR"":0,""totalPKR"":14700},{""itemId"":""inv_cldubxem5"",""sku"":""GRO-SUGAR-1KG"",""name"":""Sugar (1kg)"",""quantity"":4,""unitCostPKR"":140,""unitRetailPKR"":175,""discountPKR"":0,""totalPKR"":700},{""itemId"":""inv_m8mcvinfd"",""sku"":""PER-DETERGENT-1KG"",""name"":""Laundry Detergent (1kg)"",""quantity"":4,""unitCostPKR"":400,""unitRetailPKR"":550,""discountPKR"":0,""totalPKR"":2200},{""itemId"":""inv_wg7yce3t1"",""sku"":""BEV-ENERGY-250ML"",""name"":""Energy Drink (250ml)"",""quantity"":1,""unitCostPKR"":200,""unitRetailPKR"":280,""discountPKR"":0,""totalPKR"":280}]","18980","0","0","18980","paid","card","Kamran","2026-07-29T04:23:49.265Z","2026-07-29T04:23:49.265Z","2026-07-29T04:23:49.265Z"
"sale_a1njr0pd6","INV-MAIN-01090","MAIN","null","Walk-in Customer","[{""itemId"":""inv_oderuqzm9"",""sku"":""GRO-SUGAR-1KG"",""name"":""Sugar (1kg)"",""quantity"":3,""unitCostPKR"":140,""unitRetailPKR"":175,""discountPKR"":0,""totalPKR"":525},{""itemId"":""inv_98y3cs1s5"",""sku"":""BEV-COLA-1.5L"",""name"":""Cola Soft Drink (1.5L)"",""quantity"":2,""unitCostPKR"":150,""unitRetailPKR"":200,""discountPKR"":0,""totalPKR"":400},{""itemId"":""inv_x2dv8m15e"",""sku"":""PER-TISSUE"",""name"":""Tissue Box (150s)"",""quantity"":2,""unitCostPKR"":160,""unitRetailPKR"":220,""discountPKR"":0,""totalPKR"":440}]","1365","0","0","1365","partial","bank","Usman","2026-07-28T15:37:56.266Z","2026-07-28T15:37:56.266Z","2026-07-28T15:37:56.266Z"
"sale_uuw0x4tcs","INV-BR-02-01244","BR-02","cust_hys5ykvi5","Mehwish Baig","[{""itemId"":""inv_c4xeftub3"",""sku"":""BEV-COLA-1.5L"",""name"":""Cola Soft Drink (1.5L)"",""quantity"":3,""unitCostPKR"":150,""unitRetailPKR"":200,""discountPKR"":0,""totalPKR"":600},{""itemId"":""inv_gklu1cwos"",""sku"":""GRO-SUGAR-1KG"",""name"":""Sugar (1kg)"",""quantity"":3,""unitCostPKR"":140,""unitRetailPKR"":175,""discountPKR"":0,""totalPKR"":525}]","1125","0","0","1125","paid","cash","Usman","2026-07-28T15:26:28.272Z","2026-07-28T15:26:28.272Z","2026-07-28T15:26:28.272Z"
"sale_bk3fge93w","INV-MAIN-01099","MAIN","cust_wzxqkuf0d","Ayesha Baig","[{""itemId"":""inv_os93vdbj8"",""sku"":""GRO-OIL-1L"",""name"":""Cooking Oil (1L)"",""quantity"":3,""unitCostPKR"":450,""unitRetailPKR"":580,""discountPKR"":0,""totalPKR"":1740},{""itemId"":""inv_b11ytz7mb"",""sku"":""ELE-CHARGER"",""name"":""Wall Charger (18W)"",""quantity"":1,""unitCostPKR"":600,""unitRetailPKR"":1100,""discountPKR"":0,""totalPKR"":1100},{""itemId"":""inv_wbtqdpayd"",""sku"":""BEV-ENERGY-250ML"",""name"":""Energy Drink (250ml)"",""quantity"":2,""unitCostPKR"":200,""unitRetailPKR"":280,""discountPKR"":0,""totalPKR"":560},{""itemId"":""inv_ftsml9z9w"",""sku"":""PER-SOAP"",""name"":""Hand Soap (100g)"",""quantity"":4,""unitCostPKR"":80,""unitRetailPKR"":120,""discountPKR"":0,""totalPKR"":480}]","3880","0","0","3880","paid","bank","Ahmed","2026-07-28T15:18:56.267Z","2026-07-28T15:18:56.267Z","2026-07-28T15:18:56.267Z"
"sale_3ns4ei084","INV-BR-03-01102","BR-03","null","Walk-in Customer","[{""itemId"":""inv_wlkp5t9a5"",""sku"":""PER-SOAP"",""name"":""Hand Soap (100g)"",""quantity"":2,""unitCostPKR"":80,""unitRetailPKR"":120,""discountPKR"":0,""totalPKR"":240},{""itemId"":""inv_vq8fxigci"",""sku"":""ELE-CHARGER"",""name"":""Wall Charger (18W)"",""quantity"":4,""unitCostPKR"":600,""unitRetailPKR"":1100,""discountPKR"":0,""totalPKR"":4400},{""itemId"":""inv_c6z8kuvgi"",""sku"":""PER-SHAMPOO-200ML"",""name"":""Shampoo (200ml)"",""quantity"":3,""unitCostPKR"":350,""unitRetailPKR"":480,""discountPKR"":0,""totalPKR"":1440},{""itemId"":""inv_c6z8kuvgi"",""sku"":""PER-SHAMPOO-200ML"",""name"":""Shampoo (200ml)"",""quantity"":1,""unitCostPKR"":350,""unitRetailPKR"":480,""discountPKR"":0,""totalPKR"":480},{""itemId"":""inv_ed4vcngtw"",""sku"":""ELE-POWERBANK"",""name"":""Power Bank (10000mAh)"",""quantity"":4,""unitCostPKR"":3000,""unitRetailPKR"":4900,""discountPKR"":0,""totalPKR"":19600},{""itemId"":""inv_ed4vcngtw"",""sku"":""ELE-POWERBANK"",""name"":""Power Bank (10000mAh)"",""quantity"":3,""unitCostPKR"":3000,""unitRetailPKR"":4900,""discountPKR"":0,""totalPKR"":14700}]","40860","0","0","40860","paid","easypaisa","Fatima","2026-07-28T14:38:53.267Z","2026-07-28T14:38:53.267Z","2026-07-28T14:38:53.267Z"
"sale_u8tqg1jhl","INV-BR-02-01223","BR-02","null","Walk-in Customer","[{""itemId"":""inv_5ik6k21w1"",""sku"":""ELE-USB-32GB"",""name"":""USB Flash Drive 32GB"",""quantity"":4,""unitCostPKR"":800,""unitRetailPKR"":1300,""discountPKR"":0,""totalPKR"":5200},{""itemId"":""inv_sq4b2e9ff"",""sku"":""GRO-MILK-1L"",""name"":""Milk Pack (1L)"",""quantity"":3,""unitCostPKR"":250,""unitRetailPKR"":310,""discountPKR"":0,""totalPKR"":930},{""itemId"":""inv_fidavvjvt"",""sku"":""PER-TOOTHPASTE"",""name"":""Toothpaste (120g)"",""quantity"":1,""unitCostPKR"":180,""unitRetailPKR"":250,""discountPKR"":0,""totalPKR"":250}]","6380","0","0","6380","paid","cash","Ahmed","2026-07-28T12:59:40.272Z","2026-07-28T12:59:40.272Z","2026-07-28T12:59:40.272Z"
"sale_re5k4rsze","INV-MAIN-01315","MAIN","cust_rl7u63xrl","Kamran Siddiqui","[{""itemId"":""inv_x2dv8m15e"",""sku"":""PER-TISSUE"",""name"":""Tissue Box (150s)"",""quantity"":2,""unitCostPKR"":160,""unitRetailPKR"":220,""discountPKR"":0,""totalPKR"":440},{""itemId"":""inv_sm5oyilt7"",""sku"":""PER-FACEWASH"",""name"":""Face Wash (100ml)"",""quantity"":4,""unitCostPKR"":250,""unitRetailPKR"":360,""discountPKR"":0,""totalPKR"":1440},{""itemId"":""inv_x2dv8m15e"",""sku"":""PER-TISSUE"",""name"":""Tissue Box (150s)"",""quantity"":4,""unitCostPKR"":160,""unitRetailPKR"":220,""discountPKR"":0,""totalPKR"":880},{""itemId"":""inv_98y3cs1s5"",""sku"":""BEV-COLA-1.5L"",""name"":""Cola Soft Drink (1.5L)"",""quantity"":1,""unitCostPKR"":150,""unitRetailPKR"":200,""discountPKR"":0,""totalPKR"":200}]","2960","186","0","2774","unpaid","credit","Ayesha","2026-07-28T12:06:37.277Z","2026-07-28T12:06:37.277Z","2026-07-28T12:06:37.277Z"
"sale_z3vy1bz9p","INV-BR-03-01282","BR-03","null","Walk-in Customer","[{""itemId"":""inv_4cnzvgf66"",""sku"":""GRO-RICE-5KG"",""name"":""Rice (5kg)"",""quantity"":3,""unitCostPKR"":1200,""unitRetailPKR"":1600,""discountPKR"":0,""totalPKR"":4800},{""itemId"":""inv_cldubxem5"",""sku"":""GRO-SUGAR-1KG"",""name"":""Sugar (1kg)"",""quantity"":1,""unitCostPKR"":140,""unitRetailPKR"":175,""discountPKR"":0,""totalPKR"":175},{""itemId"":""inv_ed4vcngtw"",""sku"":""ELE-POWERBANK"",""name"":""Power Bank (10000mAh)"",""quantity"":2,""unitCostPKR"":3000,""unitRetailPKR"":4900,""discountPKR"":0,""totalPKR"":9800}]","14775","177","0","14598","paid","cash","Ahmed","2026-07-28T10:36:02.277Z","2026-07-28T10:36:02.277Z","2026-07-28T10:36:02.277Z"
"sale_gxnciysk0","INV-BR-02-01135","BR-02","null","Walk-in Customer","[{""itemId"":""inv_xljkx7ymw"",""sku"":""GRO-TEA-900G"",""name"":""Tea (900g)"",""quantity"":4,""unitCostPKR"":1300,""unitRetailPKR"":1700,""discountPKR"":0,""totalPKR"":6800},{""itemId"":""inv_mscv3c1mh"",""sku"":""PER-SOAP"",""name"":""Hand Soap (100g)"",""quantity"":2,""unitCostPKR"":80,""unitRetailPKR"":120,""discountPKR"":0,""totalPKR"":240},{""itemId"":""inv_b4vrl0utf"",""sku"":""ELE-CHARGER"",""name"":""Wall Charger (18W)"",""quantity"":1,""unitCostPKR"":600,""unitRetailPKR"":1100,""discountPKR"":0,""totalPKR"":1100},{""itemId"":""inv_ddhuhe1as"",""sku"":""BEV-JUICE-1L"",""name"":""Mango Juice (1L)"",""quantity"":3,""unitCostPKR"":200,""unitRetailPKR"":270,""discountPKR"":0,""totalPKR"":810}]","8950","0","0","8950","unpaid","credit","Kamran","2026-07-28T10:05:15.269Z","2026-07-28T10:05:15.269Z","2026-07-28T10:05:15.269Z"
"sale_n2f4dfjok","INV-MAIN-01001","MAIN","cust_rl7u63xrl","Kamran Siddiqui","[{""itemId"":""inv_yvfurzi1f"",""sku"":""GRO-FLOUR-10KG"",""name"":""Wheat Flour (10kg)"",""quantity"":3,""unitCostPKR"":1400,""unitRetailPKR"":1800,""discountPKR"":0,""totalPKR"":5400},{""itemId"":""inv_2b57qcgut"",""sku"":""GRO-BISCUIT-FAM"",""name"":""Biscuits (Family Pack)"",""quantity"":4,""unitCostPKR"":100,""unitRetailPKR"":135,""discountPKR"":0,""totalPKR"":540},{""itemId"":""inv_ftsml9z9w"",""sku"":""PER-SOAP"",""name"":""Hand Soap (100g)"",""quantity"":1,""unitCostPKR"":80,""unitRetailPKR"":120,""discountPKR"":0,""totalPKR"":120},{""itemId"":""inv_o73bcwctf"",""sku"":""ELE-EARBUDS"",""name"":""Wireless Earbuds"",""quantity"":4,""unitCostPKR"":1500,""unitRetailPKR"":2700,""discountPKR"":0,""totalPKR"":10800}]","16860","0","0","16860","paid","easypaisa","Fahad","2026-07-28T09:57:16.263Z","2026-07-28T09:57:16.263Z","2026-07-28T09:57:16.263Z"
"sale_p137272pl","INV-MAIN-01133","MAIN","null","Walk-in Customer","[{""itemId"":""inv_b11ytz7mb"",""sku"":""ELE-CHARGER"",""name"":""Wall Charger (18W)"",""quantity"":1,""unitCostPKR"":600,""unitRetailPKR"":1100,""discountPKR"":0,""totalPKR"":1100},{""itemId"":""inv_lnj298yre"",""sku"":""ELE-USB-32GB"",""name"":""USB Flash Drive 32GB"",""quantity"":3,""unitCostPKR"":800,""unitRetailPKR"":1300,""discountPKR"":0,""totalPKR"":3900},{""itemId"":""inv_wbtqdpayd"",""sku"":""BEV-ENERGY-250ML"",""name"":""Energy Drink (250ml)"",""quantity"":3,""unitCostPKR"":200,""unitRetailPKR"":280,""discountPKR"":0,""totalPKR"":840},{""itemId"":""inv_ftsml9z9w"",""sku"":""PER-SOAP"",""name"":""Hand Soap (100g)"",""quantity"":1,""unitCostPKR"":80,""unitRetailPKR"":120,""discountPKR"":0,""totalPKR"":120},{""itemId"":""inv_98y3cs1s5"",""sku"":""BEV-COLA-1.5L"",""name"":""Cola Soft Drink (1.5L)"",""quantity"":4,""unitCostPKR"":150,""unitRetailPKR"":200,""discountPKR"":0,""totalPKR"":800}]","6760","0","0","6760","paid","easypaisa","Kamran","2026-07-28T09:53:30.269Z","2026-07-28T09:53:30.269Z","2026-07-28T09:53:30.269Z"
"sale_ldjdbs6m9","INV-BR-02-01130","BR-02","null","Walk-in Customer","[{""itemId"":""inv_gvrza2ijm"",""sku"":""PER-SHAMPOO-200ML"",""name"":""Shampoo (200ml)"",""quantity"":2,""unitCostPKR"":350,""unitRetailPKR"":480,""discountPKR"":0,""totalPKR"":960},{""itemId"":""inv_6jg7oltpb"",""sku"":""PER-TISSUE"",""name"":""Tissue Box (150s)"",""quantity"":3,""unitCostPKR"":160,""unitRetailPKR"":220,""discountPKR"":0,""totalPKR"":660},{""itemId"":""inv_bz0obejcg"",""sku"":""GRO-RICE-5KG"",""name"":""Rice (5kg)"",""quantity"":2,""unitCostPKR"":1200,""unitRetailPKR"":1600,""discountPKR"":0,""totalPKR"":3200}]","4820","0","0","4820","paid","easypaisa","Ahmed","2026-07-28T09:02:17.267Z","2026-07-28T09:02:17.267Z","2026-07-28T09:02:17.267Z"
"sale_v3d5qwyy5","INV-BR-03-01322","BR-03","null","Walk-in Customer","[{""itemId"":""inv_6pfov00fr"",""sku"":""BEV-JUICE-1L"",""name"":""Mango Juice (1L)"",""quantity"":1,""unitCostPKR"":200,""unitRetailPKR"":270,""discountPKR"":0,""totalPKR"":270},{""itemId"":""inv_hikai5yf2"",""sku"":""BEV-COLA-1.5L"",""name"":""Cola Soft Drink (1.5L)"",""quantity"":1,""unitCostPKR"":150,""unitRetailPKR"":200,""discountPKR"":0,""totalPKR"":200},{""itemId"":""inv_7ctnjsgku"",""sku"":""GRO-BISCUIT-FAM"",""name"":""Biscuits (Family Pack)"",""quantity"":1,""unitCostPKR"":100,""unitRetailPKR"":135,""discountPKR"":0,""totalPKR"":135}]","605","0","0","605","unpaid","credit","Sana","2026-07-28T09:00:16.277Z","2026-07-28T09:00:16.277Z","2026-07-28T09:00:16.277Z"
"sale_jjrgigqn7","INV-BR-03-01096","BR-03","cust_lvg0ljnkp","Ayesha Sheikh","[{""itemId"":""inv_ed4vcngtw"",""sku"":""ELE-POWERBANK"",""name"":""Power Bank (10000mAh)"",""quantity"":2,""unitCostPKR"":3000,""unitRetailPKR"":4900,""discountPKR"":0,""totalPKR"":9800},{""itemId"":""inv_xlpeh6yb8"",""sku"":""ELE-CABLE-C"",""name"":""Type-C Charging Cable"",""quantity"":3,""unitCostPKR"":300,""unitRetailPKR"":550,""discountPKR"":0,""totalPKR"":1650}]","11450","0","0","11450","unpaid","credit","Bilal","2026-07-28T08:01:53.266Z","2026-07-28T08:01:53.266Z","2026-07-28T08:01:53.266Z"
"sale_etb1cwe6j","INV-BR-03-01008","BR-03","null","Walk-in Customer","[{""itemId"":""inv_c6z8kuvgi"",""sku"":""PER-SHAMPOO-200ML"",""name"":""Shampoo (200ml)"",""quantity"":2,""unitCostPKR"":350,""unitRetailPKR"":480,""discountPKR"":0,""totalPKR"":960},{""itemId"":""inv_wlkp5t9a5"",""sku"":""PER-SOAP"",""name"":""Hand Soap (100g)"",""quantity"":4,""unitCostPKR"":80,""unitRetailPKR"":120,""discountPKR"":0,""totalPKR"":480},{""itemId"":""inv_7ctnjsgku"",""sku"":""GRO-BISCUIT-FAM"",""name"":""Biscuits (Family Pack)"",""quantity"":1,""unitCostPKR"":100,""unitRetailPKR"":135,""discountPKR"":0,""totalPKR"":135},{""itemId"":""inv_7ctnjsgku"",""sku"":""GRO-BISCUIT-FAM"",""name"":""Biscuits (Family Pack)"",""quantity"":3,""unitCostPKR"":100,""unitRetailPKR"":135,""discountPKR"":0,""totalPKR"":405}]","1980","0","0","1980","paid","cash","Sana","2026-07-28T07:49:52.264Z","2026-07-28T07:49:52.264Z","2026-07-28T07:49:52.264Z"
"sale_cxf7pul41","INV-BR-02-01198","BR-02","null","Walk-in Customer","[{""itemId"":""inv_fidavvjvt"",""sku"":""PER-TOOTHPASTE"",""name"":""Toothpaste (120g)"",""quantity"":4,""unitCostPKR"":180,""unitRetailPKR"":250,""discountPKR"":0,""totalPKR"":1000},{""itemId"":""inv_c4xeftub3"",""sku"":""BEV-COLA-1.5L"",""name"":""Cola Soft Drink (1.5L)"",""quantity"":4,""unitCostPKR"":150,""unitRetailPKR"":200,""discountPKR"":0,""totalPKR"":800}]","1800","0","0","1800","unpaid","credit","Fatima","2026-07-28T07:01:28.271Z","2026-07-28T07:01:28.271Z","2026-07-28T07:01:28.271Z"
"sale_s1yqumbno","INV-MAIN-01229","MAIN","null","Walk-in Customer","[{""itemId"":""inv_ftsml9z9w"",""sku"":""PER-SOAP"",""name"":""Hand Soap (100g)"",""quantity"":2,""unitCostPKR"":80,""unitRetailPKR"":120,""discountPKR"":0,""totalPKR"":240},{""itemId"":""inv_sm5oyilt7"",""sku"":""PER-FACEWASH"",""name"":""Face Wash (100ml)"",""quantity"":3,""unitCostPKR"":250,""unitRetailPKR"":360,""discountPKR"":0,""totalPKR"":1080},{""itemId"":""inv_x2dv8m15e"",""sku"":""PER-TISSUE"",""name"":""Tissue Box (150s)"",""quantity"":1,""unitCostPKR"":160,""unitRetailPKR"":220,""discountPKR"":0,""totalPKR"":220},{""itemId"":""inv_egwj47t8n"",""sku"":""BEV-CHIPS-L"",""name"":""Potato Chips (Large)"",""quantity"":3,""unitCostPKR"":80,""unitRetailPKR"":115,""discountPKR"":0,""totalPKR"":345},{""itemId"":""inv_ftsml9z9w"",""sku"":""PER-SOAP"",""name"":""Hand Soap (100g)"",""quantity"":2,""unitCostPKR"":80,""unitRetailPKR"":120,""discountPKR"":0,""totalPKR"":240},{""itemId"":""inv_uzbdu5m4b"",""sku"":""GRO-LENTIL-1KG"",""name"":""Daal Chana (1kg)"",""quantity"":3,""unitCostPKR"":280,""unitRetailPKR"":360,""discountPKR"":0,""totalPKR"":1080}]","3205","198","0","3007","paid","card","Bilal","2026-07-28T05:29:38.272Z","2026-07-28T05:29:38.272Z","2026-07-28T05:29:38.272Z"
"sale_4kc2vwytz","INV-MAIN-01041","MAIN","cust_zd32vzuhn","Fahad Khan","[{""itemId"":""inv_ftsml9z9w"",""sku"":""PER-SOAP"",""name"":""Hand Soap (100g)"",""quantity"":4,""unitCostPKR"":80,""unitRetailPKR"":120,""discountPKR"":0,""totalPKR"":480},{""itemId"":""inv_jhrm3gfjz"",""sku"":""GRO-MILK-1L"",""name"":""Milk Pack (1L)"",""quantity"":1,""unitCostPKR"":250,""unitRetailPKR"":310,""discountPKR"":0,""totalPKR"":310}]","790","104","0","686","paid","easypaisa","Fahad","2026-07-28T04:59:47.265Z","2026-07-28T04:59:47.265Z","2026-07-28T04:59:47.265Z"
"sale_hf4swpvtz","INV-BR-03-01207","BR-03","null","Walk-in Customer","[{""itemId"":""inv_oddsgnftg"",""sku"":""BEV-WATER-1.5L"",""name"":""Mineral Water (1.5L)"",""quantity"":4,""unitCostPKR"":80,""unitRetailPKR"":110,""discountPKR"":0,""totalPKR"":440},{""itemId"":""inv_zdks3i1i4"",""sku"":""PER-FACEWASH"",""name"":""Face Wash (100ml)"",""quantity"":4,""unitCostPKR"":250,""unitRetailPKR"":360,""discountPKR"":0,""totalPKR"":1440},{""itemId"":""inv_02t3q2dy8"",""sku"":""GRO-FLOUR-10KG"",""name"":""Wheat Flour (10kg)"",""quantity"":1,""unitCostPKR"":1400,""unitRetailPKR"":1800,""discountPKR"":0,""totalPKR"":1800},{""itemId"":""inv_oddsgnftg"",""sku"":""BEV-WATER-1.5L"",""name"":""Mineral Water (1.5L)"",""quantity"":4,""unitCostPKR"":80,""unitRetailPKR"":110,""discountPKR"":0,""totalPKR"":440},{""itemId"":""inv_oddsgnftg"",""sku"":""BEV-WATER-1.5L"",""name"":""Mineral Water (1.5L)"",""quantity"":3,""unitCostPKR"":80,""unitRetailPKR"":110,""discountPKR"":0,""totalPKR"":330}]","4450","0","0","4450","paid","easypaisa","Kamran","2026-07-28T04:59:16.272Z","2026-07-28T04:59:16.272Z","2026-07-28T04:59:16.272Z"
"sale_r2d3lm5j1","INV-MAIN-01098","MAIN","cust_b4r1kj7eh","Rabia Ansari","[{""itemId"":""inv_yvfurzi1f"",""sku"":""GRO-FLOUR-10KG"",""name"":""Wheat Flour (10kg)"",""quantity"":2,""unitCostPKR"":1400,""unitRetailPKR"":1800,""discountPKR"":0,""totalPKR"":3600},{""itemId"":""inv_uzbdu5m4b"",""sku"":""GRO-LENTIL-1KG"",""name"":""Daal Chana (1kg)"",""quantity"":4,""unitCostPKR"":280,""unitRetailPKR"":360,""discountPKR"":0,""totalPKR"":1440},{""itemId"":""inv_lnj298yre"",""sku"":""ELE-USB-32GB"",""name"":""USB Flash Drive 32GB"",""quantity"":4,""unitCostPKR"":800,""unitRetailPKR"":1300,""discountPKR"":0,""totalPKR"":5200},{""itemId"":""inv_s0ao57kh8"",""sku"":""ELE-CABLE-C"",""name"":""Type-C Charging Cable"",""quantity"":2,""unitCostPKR"":300,""unitRetailPKR"":550,""discountPKR"":0,""totalPKR"":1100}]","11340","0","0","11340","paid","card","Usman","2026-07-28T03:59:41.266Z","2026-07-28T03:59:41.266Z","2026-07-28T03:59:41.266Z"
